# Model Verification Tasks - Generated Fri Jan  2 12:29:22 IST 2026
# Total models: 1001
#
# Each line is a task for a droid to verify a model's Couchbase functionality
# Format: MODEL_NAME|MODEL_PATH|TABLE_NAME
#
OphTrConsent_Type_Type|modules/OphTrConsent/models/OphTrConsent_Type_Type.php|ophtrconsent_type_type
OphtrconsentProcedureAddProcsAddProcs|modules/OphTrConsent/models/OphtrconsentProcedureAddProcsAddProcs.php|ophtrconsent_procedure_add_procs_add_procs
OphtrconsentProcedureProceduresProcedures|modules/OphTrConsent/models/OphtrconsentProcedureProceduresProcedures.php|ophtrconsent_procedure_procedures_procedures
Ophtrconsent_OthersInvolvedDecisionMakingProcessContact|modules/OphTrConsent/models/Ophtrconsent_OthersInvolvedDecisionMakingProcessContact.php|ophtrconsent_others_involved_decision_making_process_contact
Ophtrconsent_SupplementaryConsentElementQuestion|modules/OphTrConsent/models/Ophtrconsent_SupplementaryConsentElementQuestion.php|ophtrconsent_sup_consent_element_question
Ophtrconsent_SupplementaryConsentElementQuestionAnswer|modules/OphTrConsent/models/Ophtrconsent_SupplementaryConsentElementQuestionAnswer.php|ophtrconsent_sup_consent_element_question_answer
Ophtrconsent_SupplementaryConsentQuestion|modules/OphTrConsent/models/Ophtrconsent_SupplementaryConsentQuestion.php|ophtrconsent_sup_consent_question
Ophtrconsent_SupplementaryConsentQuestionAnswer|modules/OphTrConsent/models/Ophtrconsent_SupplementaryConsentQuestionAnswer.php|ophtrconsent_sup_consent_question_answer
Ophtrconsent_SupplementaryConsentQuestionAssignment|modules/OphTrConsent/models/Ophtrconsent_SupplementaryConsentQuestionAssignment.php|ophtrconsent_sup_consent_question_assignment
Ophtrconsent_SupplementaryConsentQuestionType|modules/OphTrConsent/models/Ophtrconsent_SupplementaryConsentQuestionType.php|ophtrconsent_sup_consent_question_type
PatientAttorneyDeputyContact|modules/OphTrConsent/models/PatientAttorneyDeputyContact.php|ophtrconsent_patient_attorney_deputy_contact
Element_OphTrIntravitrealinjection_Anaesthetic|modules/OphTrIntravitrealinjection/models/Element_OphTrIntravitrealinjection_Anaesthetic.php|et_ophtrintravitinjection_anaesthetic
Element_OphTrIntravitrealinjection_AnteriorSegment|modules/OphTrIntravitrealinjection/models/Element_OphTrIntravitrealinjection_AnteriorSegment.php|et_ophtrintravitinjection_anteriorseg
Element_OphTrIntravitrealinjection_Complications|modules/OphTrIntravitrealinjection/models/Element_OphTrIntravitrealinjection_Complications.php|et_ophtrintravitinjection_complications
Element_OphTrIntravitrealinjection_PostInjectionExamination|modules/OphTrIntravitrealinjection/models/Element_OphTrIntravitrealinjection_PostInjectionExamination.php|et_ophtrintravitinjection_postinject
Element_OphTrIntravitrealinjection_Site|modules/OphTrIntravitrealinjection/models/Element_OphTrIntravitrealinjection_Site.php|et_ophtrintravitinjection_site
Element_OphTrIntravitrealinjection_Treatment|modules/OphTrIntravitrealinjection/models/Element_OphTrIntravitrealinjection_Treatment.php|et_ophtrintravitinjection_treatment
OphTrIntravitrealinjection_AnaestheticAgent|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_AnaestheticAgent.php|ophtrintravitinjection_anaestheticagent
OphTrIntravitrealinjection_AnaestheticDelivery|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_AnaestheticDelivery.php|ophtrintravitinjection_anaestheticdelivery
OphTrIntravitrealinjection_AnaestheticType|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_AnaestheticType.php|ophtrintravitinjection_anaesthetictype
OphTrIntravitrealinjection_AntiSepticDrug|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_AntiSepticDrug.php|ophtrintravitinjection_antiseptic_drug
OphTrIntravitrealinjection_Complication|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_Complication.php|ophtrintravitinjection_complicat
OphTrIntravitrealinjection_ComplicationAssignment|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_ComplicationAssignment.php|ophtrintravitinjection_complicat_assignment
OphTrIntravitrealinjection_IOPLoweringAssignment|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_IOPLoweringAssignment.php|ophtrintravitinjection_ioplowering_assign
OphTrIntravitrealinjection_IOPLoweringDrug|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_IOPLoweringDrug.php|ophtrintravitinjection_ioplowering
OphTrIntravitrealinjection_InjectionUser|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_InjectionUser.php|ophtrintravitinjection_injectionuser
OphTrIntravitrealinjection_LensStatus|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_LensStatus.php|ophtrintravitinjection_lens_status
OphTrIntravitrealinjection_PostInjectionDrops|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_PostInjectionDrops.php|ophtrintravitinjection_postinjection_drops
OphTrIntravitrealinjection_SkinDrug|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_SkinDrug.php|ophtrintravitinjection_skin_drug
OphTrIntravitrealinjection_Treatment_Drug|modules/OphTrIntravitrealinjection/models/OphTrIntravitrealinjection_Treatment_Drug.php|ophtrintravitinjection_treatment_drug
Element_OphTrLaser_Comments|modules/OphTrLaser/models/Element_OphTrLaser_Comments.php|et_ophtrlaser_comments
Element_OphTrLaser_Fundus|modules/OphTrLaser/models/Element_OphTrLaser_Fundus.php|et_ophtrlaser_fundus
OphTrLaser_LaserProcedure|modules/OphTrLaser/models/OphTrLaser_LaserProcedure.php|laserprocedure_id
OphTrLaser_LaserProcedureAssignment|modules/OphTrLaser/models/OphTrLaser_LaserProcedureAssignment.php|ophtrlaser_laserprocedure_assignment
OphTrLaser_LaserProcedure_Institution|modules/OphTrLaser/models/OphTrLaser_LaserProcedure_Institution.php|ophtrlaser_laserprocedure_institution
OphTrLaser_Site_Laser|modules/OphTrLaser/models/OphTrLaser_Site_Laser.php|ophtrlaser_site_laser
OphTrLaser_Type|modules/OphTrLaser/models/OphTrLaser_Type.php|ophtrlaser_type
EURAnswerResults|modules/OphTrOperationbooking/models/EURAnswerResults.php|eur_answer_results
EURAnswers|modules/OphTrOperationbooking/models/EURAnswers.php|eur_answers
EUREventResults|modules/OphTrOperationbooking/models/EUREventResults.php|eur_event_results
EURQuestions|modules/OphTrOperationbooking/models/EURQuestions.php|eur_questions
Element_OphTrOperationbooking_ContactDetails|modules/OphTrOperationbooking/models/Element_OphTrOperationbooking_ContactDetails.php|et_ophtroperationbooking_contact_details
Element_OphTrOperationbooking_Diagnosis|modules/OphTrOperationbooking/models/Element_OphTrOperationbooking_Diagnosis.php|et_ophtroperationbooking_diagnosis
Element_OphTrOperationbooking_Operation|modules/OphTrOperationbooking/models/Element_OphTrOperationbooking_Operation.php|et_ophtroperationbooking_operation
Element_OphTrOperationbooking_PreAssessment|modules/OphTrOperationbooking/models/Element_OphTrOperationbooking_PreAssessment.php|et_ophtroperationbooking_preassessment
Element_OphTrOperationbooking_ScheduleOperation|modules/OphTrOperationbooking/models/Element_OphTrOperationbooking_ScheduleOperation.php|et_ophtroperationbooking_scheduleope
OphTrOperationBooking_Operation_On_Hold_Reason|modules/OphTrOperationbooking/models/OphTrOperationBooking_Operation_On_Hold_Reason.php|ophtroperationbooking_operation_on_hold_reason
OphTrOperationBooking_Whiteboard_ProcAssignment|modules/OphTrOperationbooking/models/OphTrOperationBooking_Whiteboard_ProcAssignment.php|ophtroperationbooking_whiteboard_proc_assignment
OphTrOperationbooking_Admission_Letter_Warning_Rule|modules/OphTrOperationbooking/models/OphTrOperationbooking_Admission_Letter_Warning_Rule.php|ophtroperationbooking_admission_letter_warning_rule
OphTrOperationbooking_Admission_Letter_Warning_Rule_Type|modules/OphTrOperationbooking/models/OphTrOperationbooking_Admission_Letter_Warning_Rule_Type.php|ophtroperationbooking_admission_letter_warning_rule_type
OphTrOperationbooking_AnaestheticAnaestheticType|modules/OphTrOperationbooking/models/OphTrOperationbooking_AnaestheticAnaestheticType.php|ophtroperationbooking_anaesthetic_anaesthetic_type
OphTrOperationbooking_Anaesthetic_Choice|modules/OphTrOperationbooking/models/OphTrOperationbooking_Anaesthetic_Choice.php|ophtroperationbooking_anaesthetic_choice
OphTrOperationbooking_Letter_Contact_Rule|modules/OphTrOperationbooking/models/OphTrOperationbooking_Letter_Contact_Rule.php|ophtroperationbooking_letter_contact_rule
OphTrOperationbooking_Operation_Booking|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Booking.php|ophtroperationbooking_operation_booking
OphTrOperationbooking_Operation_Cancellation_Reason|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Cancellation_Reason.php|ophtroperationbooking_operation_cancellation_reason
OphTrOperationbooking_Operation_Date_Letter_Sent|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Date_Letter_Sent.php|ophtroperationbooking_operation_date_letter_sent
OphTrOperationbooking_Operation_EROD|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_EROD.php|ophtroperationbooking_operation_erod
OphTrOperationbooking_Operation_EROD_Rule|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_EROD_Rule.php|ophtroperationbooking_operation_erod_rule
OphTrOperationbooking_Operation_EROD_Rule_Item|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_EROD_Rule_Item.php|ophtroperationbooking_operation_erod_rule_item
OphTrOperationbooking_Operation_Name_Rule|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Name_Rule.php|ophtroperationbooking_operation_name_rule
OphTrOperationbooking_Operation_Priority|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Priority.php|ophtroperationbooking_operation_priority
OphTrOperationbooking_Operation_Procedures|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Procedures.php|ophtroperationbooking_operation_procedures_procedures
OphTrOperationbooking_Operation_Sequence|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Sequence.php|ophtroperationbooking_operation_sequence
OphTrOperationbooking_Operation_Sequence_Interval|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Sequence_Interval.php|ophtroperationbooking_operation_sequence_interval
OphTrOperationbooking_Operation_Session|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Session.php|ophtroperationbooking_operation_session
OphTrOperationbooking_Operation_Session_UnavailableReason|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Session_UnavailableReason.php|unavailablereason_id
OphTrOperationbooking_Operation_Status|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Status.php|ophtroperationbooking_operation_status
OphTrOperationbooking_Operation_Theatre|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Theatre.php|ophtroperationbooking_operation_theatre
OphTrOperationbooking_Operation_Ward|modules/OphTrOperationbooking/models/OphTrOperationbooking_Operation_Ward.php|ophtroperationbooking_operation_ward
OphTrOperationbooking_Overnight_Stay_Required|modules/OphTrOperationbooking/models/OphTrOperationbooking_Overnight_Stay_Required.php|ophtroperationbooking_overnight_stay_required
OphTrOperationbooking_PreAssessment_Location|modules/OphTrOperationbooking/models/OphTrOperationbooking_PreAssessment_Location.php|ophtroperationbooking_preassessment_location
OphTrOperationbooking_PreAssessment_Type|modules/OphTrOperationbooking/models/OphTrOperationbooking_PreAssessment_Type.php|ophtroperationbooking_preassessment_type
OphTrOperationbooking_ScheduleOperation_Options|modules/OphTrOperationbooking/models/OphTrOperationbooking_ScheduleOperation_Options.php|ophtroperationbooking_scheduleope_schedule_options
OphTrOperationbooking_ScheduleOperation_PatientUnavailable|modules/OphTrOperationbooking/models/OphTrOperationbooking_ScheduleOperation_PatientUnavailable.php|ophtroperationbooking_scheduleope_patientunavail
OphTrOperationbooking_ScheduleOperation_PatientUnavailableReason|modules/OphTrOperationbooking/models/OphTrOperationbooking_ScheduleOperation_PatientUnavailableReason.php|patientunavailreason_id
OphTrOperationbooking_Waiting_List_Contact_Rule|modules/OphTrOperationbooking/models/OphTrOperationbooking_Waiting_List_Contact_Rule.php|waiting_list_contact_rule_id
OphTrOperationbooking_Waiting_List_Contact_Rule_Institution|modules/OphTrOperationbooking/models/OphTrOperationbooking_Waiting_List_Contact_Rule_Institution.php|ophtropbooking_waiting_list_contact_rule_institution
OphTrOperationbooking_Whiteboard|modules/OphTrOperationbooking/models/OphTrOperationbooking_Whiteboard.php|ophtroperationbooking_whiteboard
OphTrOperationbooking_Whiteboard_Settings|modules/OphTrOperationbooking/models/OphTrOperationbooking_Whiteboard_Settings.php|ophtroperationbooking_whiteboard_settings
OphTrOperationbooking_Whiteboard_Settings_Data|modules/OphTrOperationbooking/models/OphTrOperationbooking_Whiteboard_Settings_Data.php|ophtroperationbooking_whiteboard_settings_data
PatientUnavailableReason_Institution|modules/OphTrOperationbooking/models/PatientUnavailableReason_Institution.php|ophtroperationbooking_patientunavailreason_institution
SessionUnavailableReason_Institution|modules/OphTrOperationbooking/models/SessionUnavailableReason_Institution.php|ophtroperationbooking_sessionunavailreason_institution
Element_OphTrOperationchecklists_Admission|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_Admission.php|et_ophtroperationchecklists_admission
Element_OphTrOperationchecklists_ClinicalAssessment|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_ClinicalAssessment.php|et_ophtroperationchecklists_clinical_assessment
Element_OphTrOperationchecklists_Discharge|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_Discharge.php|et_ophtroperationchecklists_discharge
Element_OphTrOperationchecklists_Documentation|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_Documentation.php|et_ophtroperationchecklists_documentation
Element_OphTrOperationchecklists_Note|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_Note.php|et_ophtroperationchecklists_note
Element_OphTrOperationchecklists_NursingAssessment|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_NursingAssessment.php|et_ophtroperationchecklists_nursing_assessment
Element_OphTrOperationchecklists_PatientSupport|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_PatientSupport.php|et_ophtroperationchecklists_patient_support
Element_OphTrOperationchecklists_ProcedureList|modules/OphTrOperationchecklists/models/Element_OphTrOperationchecklists_ProcedureList.php|et_ophtroperationchecklists_procedurelist
OphTrOperationchecklists_AdmissionResults|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_AdmissionResults.php|ophtroperationchecklists_admission_results
OphTrOperationchecklists_AnaestheticAnaestheticType|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_AnaestheticAnaestheticType.php|ophtroperationchecklists_anaesthetic_anaesthetic_type
OphTrOperationchecklists_Answers|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_Answers.php|ophtroperationchecklists_answers
OphTrOperationchecklists_ClinicalResults|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_ClinicalResults.php|ophtroperationchecklists_clinical_results
OphTrOperationchecklists_Dilation|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_Dilation.php|ophtroperationchecklists_dilation
OphTrOperationchecklists_DilationTreatment|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_DilationTreatment.php|ophtroperationchecklists_dilation_treatment
OphTrOperationchecklists_DischargeResults|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_DischargeResults.php|ophtroperationchecklists_discharge_results
OphTrOperationchecklists_DocumentationResults|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_DocumentationResults.php|ophtroperationchecklists_documentation_results
OphTrOperationchecklists_ElementSet|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_ElementSet.php|ophtroperationchecklists_element_set
OphTrOperationchecklists_ElementSetItem|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_ElementSetItem.php|ophtroperationchecklists_element_set_item
OphTrOperationchecklists_Event|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_Event.php|ophtroperationchecklists_event
OphTrOperationchecklists_EventElementSetAssignment|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_EventElementSetAssignment.php|ophtroperationchecklists_event_elementset_assignment
OphTrOperationchecklists_Notes|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_Notes.php|ophtroperationchecklists_notes
OphTrOperationchecklists_NursingResults|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_NursingResults.php|ophtroperationchecklists_nursing_results
OphTrOperationchecklists_Observations|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_Observations.php|ophtroperationchecklists_observations
OphTrOperationchecklists_PatientSupportResults|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_PatientSupportResults.php|ophtroperationchecklists_patient_support_results
OphTrOperationchecklists_ProcedurelistProcedureAssignment|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_ProcedurelistProcedureAssignment.php|ophtroperationchecklists_proclist_proc_assignment
OphTrOperationchecklists_QuestionAnswerAssignment|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_QuestionAnswerAssignment.php|ophtroperationchecklists_question_answer_assignment
OphTrOperationchecklists_QuestionRelationships|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_QuestionRelationships.php|ophtroperationchecklists_question_relationships
OphTrOperationchecklists_QuestionSection|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_QuestionSection.php|ophtroperationchecklists_question_section
OphTrOperationchecklists_Questions|modules/OphTrOperationchecklists/models/OphTrOperationchecklists_Questions.php|ophtroperationchecklists_questions
Element_OnDemand|modules/OphTrOperationnote/models/Element_OnDemand.php|element_ondemand_container_form
Element_OnDemandEye|modules/OphTrOperationnote/models/Element_OnDemandEye.php|
Element_OpNote|modules/OphTrOperationnote/models/Element_OpNote.php|
Element_OphTrOperationnote_Anaesthetic|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Anaesthetic.php|et_ophtroperationnote_anaesthetic
Element_OphTrOperationnote_Biometry|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Biometry.php|et_ophtroperationnote_biometry
Element_OphTrOperationnote_Buckle|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Buckle.php|et_ophtroperationnote_buckle
Element_OphTrOperationnote_CXL|modules/OphTrOperationnote/models/Element_OphTrOperationnote_CXL.php|et_ophtroperationnote_cxl
Element_OphTrOperationnote_Comments|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Comments.php|et_ophtroperationnote_comments
Element_OphTrOperationnote_GlaucomaTube|modules/OphTrOperationnote/models/Element_OphTrOperationnote_GlaucomaTube.php|et_ophtroperationnote_glaucomatube
Element_OphTrOperationnote_MembranePeel|modules/OphTrOperationnote/models/Element_OphTrOperationnote_MembranePeel.php|et_ophtroperationnote_membrane_peel
Element_OphTrOperationnote_Mmc|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Mmc.php|et_ophtroperationnote_mmc
Element_OphTrOperationnote_PostOpDrugs|modules/OphTrOperationnote/models/Element_OphTrOperationnote_PostOpDrugs.php|et_ophtroperationnote_postop_drugs
Element_OphTrOperationnote_ProcedureList|modules/OphTrOperationnote/models/Element_OphTrOperationnote_ProcedureList.php|et_ophtroperationnote_procedurelist
Element_OphTrOperationnote_RevisionAqueousShunt|modules/OphTrOperationnote/models/Element_OphTrOperationnote_RevisionAqueousShunt.php|et_ophtroperationnote_revision_aqueous
Element_OphTrOperationnote_SiteTheatre|modules/OphTrOperationnote/models/Element_OphTrOperationnote_SiteTheatre.php|et_ophtroperationnote_site_theatre
Element_OphTrOperationnote_Surgeon|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Surgeon.php|et_ophtroperationnote_surgeon
Element_OphTrOperationnote_Tamponade|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Tamponade.php|et_ophtroperationnote_tamponade
Element_OphTrOperationnote_Trabectome|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Trabectome.php|et_ophtroperationnote_trabectome
Element_OphTrOperationnote_Trabeculectomy|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Trabeculectomy.php|et_ophtroperationnote_trabeculectomy
Element_OphTrOperationnote_Vitrectomy|modules/OphTrOperationnote/models/Element_OphTrOperationnote_Vitrectomy.php|et_ophtroperationnote_vitrectomy
Element_OphTrOperationnote_VteAssessment|modules/OphTrOperationnote/models/Element_OphTrOperationnote_VteAssessment.php|et_ophtroperationnote_vte_assessment
OphTrOperationNote_Generic_Procedure_Data|modules/OphTrOperationnote/models/OphTrOperationNote_Generic_Procedure_Data.php|ophtroperationnote_generic_procedure_data
OphTrOperationnote_AnaestheticComplication|modules/OphTrOperationnote/models/OphTrOperationnote_AnaestheticComplication.php|ophtroperationnote_anaesthetic_anaesthetic_complication
OphTrOperationnote_AnaestheticComplications|modules/OphTrOperationnote/models/OphTrOperationnote_AnaestheticComplications.php|ophtroperationnote_anaesthetic_anaesthetic_complications
OphTrOperationnote_Antimetabolite_Application_Type|modules/OphTrOperationnote/models/OphTrOperationnote_Antimetabolite_Application_Type.php|
OphTrOperationnote_Attribute|modules/OphTrOperationnote/models/OphTrOperationnote_Attribute.php|ophtroperationnote_attribute
OphTrOperationnote_AttributeOption|modules/OphTrOperationnote/models/OphTrOperationnote_AttributeOption.php|ophtroperationnote_attribute_option
OphTrOperationnote_CXL_Complications|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Complications.php|ophtroperationnote_cxl_complications
OphTrOperationnote_CXL_Device|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Device.php|ophtroperationnote_cxl_devices
OphTrOperationnote_CXL_Epithelial_Removal_Diameter|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Epithelial_Removal_Diameter.php|ophtroperationnote_cxl_epithelial_removal_diameter
OphTrOperationnote_CXL_Epithelial_Removal_Method|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Epithelial_Removal_Method.php|ophtroperationnote_cxl_epithelial_removal_method
OphTrOperationnote_CXL_Epithelial_Status|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Epithelial_Status.php|ophtroperationnote_cxl_epithelial_status
OphTrOperationnote_CXL_Interpulse_Duration|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Interpulse_Duration.php|ophtroperationnote_cxl_interpulse_duration
OphTrOperationnote_CXL_Interval_Between_Drops|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Interval_Between_Drops.php|ophtroperationnote_cxl_interval_between_drops
OphTrOperationnote_CXL_Iontophoresis|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Iontophoresis.php|ophtroperationnote_cxl_iontophoresis
OphTrOperationnote_CXL_Mitomycin|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Mitomycin.php|ophtroperationnote_cxl_mitomycin
OphTrOperationnote_CXL_Protocol|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Protocol.php|ophtroperationnote_cxl_protocol
OphTrOperationnote_CXL_Riboflavin_Preparation|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Riboflavin_Preparation.php|ophtroperationnote_cxl_riboflavin_preparation
OphTrOperationnote_CXL_Soak_Duration|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Soak_Duration.php|ophtroperationnote_cxl_soak_duration
OphTrOperationnote_CXL_Total_Exposure_Time|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_Total_Exposure_Time.php|ophtroperationnote_cxl_total_exposure_time
OphTrOperationnote_CXL_UV_Irradiance_Range|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_UV_Irradiance_Range.php|ophtroperationnote_cxl_uv_irradiance
OphTrOperationnote_CXL_UV_Pulse_Duration|modules/OphTrOperationnote/models/OphTrOperationnote_CXL_UV_Pulse_Duration.php|ophtroperationnote_cxl_uv_pulse_duration
OphTrOperationnote_CataractComplication|modules/OphTrOperationnote/models/OphTrOperationnote_CataractComplication.php|ophtroperationnote_cataract_complication
OphTrOperationnote_CataractComplications|modules/OphTrOperationnote/models/OphTrOperationnote_CataractComplications.php|ophtroperationnote_cataract_complications
OphTrOperationnote_CataractIncisionLengthDefault|modules/OphTrOperationnote/models/OphTrOperationnote_CataractIncisionLengthDefault.php|ophtroperationnote_cataract_incision_length_default
OphTrOperationnote_CataractOperativeDevice|modules/OphTrOperationnote/models/OphTrOperationnote_CataractOperativeDevice.php|ophtroperationnote_cataract_operative_device
OphTrOperationnote_DrainageType|modules/OphTrOperationnote/models/OphTrOperationnote_DrainageType.php|ophtroperationnote_buckle_drainage_type
OphTrOperationnote_GasPercentage|modules/OphTrOperationnote/models/OphTrOperationnote_GasPercentage.php|ophtroperationnote_gas_percentage
OphTrOperationnote_GasType|modules/OphTrOperationnote/models/OphTrOperationnote_GasType.php|ophtroperationnote_gas_type
OphTrOperationnote_GasVolume|modules/OphTrOperationnote/models/OphTrOperationnote_GasVolume.php|ophtroperationnote_gas_volume
OphTrOperationnote_GlaucomaTube_PlatePosition|modules/OphTrOperationnote/models/OphTrOperationnote_GlaucomaTube_PlatePosition.php|ophtroperationnote_gt_plateposition
OphTrOperationnote_GlaucomaTube_TubePosition|modules/OphTrOperationnote/models/OphTrOperationnote_GlaucomaTube_TubePosition.php|ophtroperationnote_gt_tubeposition
OphTrOperationnote_IOLPosition|modules/OphTrOperationnote/models/OphTrOperationnote_IOLPosition.php|ophtroperationnote_cataract_iol_position
OphTrOperationnote_IOLType|modules/OphTrOperationnote/models/OphTrOperationnote_IOLType.php|ophtroperationnote_cataract_iol_type
OphTrOperationnote_IncisionSite|modules/OphTrOperationnote/models/OphTrOperationnote_IncisionSite.php|ophtroperationnote_cataract_incision_site
OphTrOperationnote_IncisionType|modules/OphTrOperationnote/models/OphTrOperationnote_IncisionType.php|ophtroperationnote_cataract_incision_type
OphTrOperationnote_Mmc_Concentration|modules/OphTrOperationnote/models/OphTrOperationnote_Mmc_Concentration.php|
OphTrOperationnote_Mmc_Volume|modules/OphTrOperationnote/models/OphTrOperationnote_Mmc_Volume.php|
OphTrOperationnote_OperationAnaestheticAgent|modules/OphTrOperationnote/models/OphTrOperationnote_OperationAnaestheticAgent.php|ophtroperationnote_anaesthetic_anaesthetic_agent
OphTrOperationnote_OperationAnaestheticDelivery|modules/OphTrOperationnote/models/OphTrOperationnote_OperationAnaestheticDelivery.php|ophtroperationnote_anaesthetic_anaesthetic_delivery
OphTrOperationnote_OperationAnaestheticType|modules/OphTrOperationnote/models/OphTrOperationnote_OperationAnaestheticType.php|ophtroperationnote_anaesthetic_anaesthetic_type
OphTrOperationnote_OperationDrug|modules/OphTrOperationnote/models/OphTrOperationnote_OperationDrug.php|ophtroperationnote_postop_drugs_drug
OphTrOperationnote_PostopDrug|modules/OphTrOperationnote/models/OphTrOperationnote_PostopDrug.php|ophtroperationnote_postop_drug
OphTrOperationnote_PostopInstruction|modules/OphTrOperationnote/models/OphTrOperationnote_PostopInstruction.php|ophtroperationnote_site_subspecialty_postop_instructions
OphTrOperationnote_PostopSiteSubspecialtyDrug|modules/OphTrOperationnote/models/OphTrOperationnote_PostopSiteSubspecialtyDrug.php|ophtroperationnote_postop_site_subspecialty_drug
OphTrOperationnote_ProcedureListOperationElement|modules/OphTrOperationnote/models/OphTrOperationnote_ProcedureListOperationElement.php|ophtroperationnote_procedure_element
OphTrOperationnote_ProcedureListProcedureAssignment|modules/OphTrOperationnote/models/OphTrOperationnote_ProcedureListProcedureAssignment.php|ophtroperationnote_procedurelist_procedure_assignment
OphTrOperationnote_Template|modules/OphTrOperationnote/models/OphTrOperationnote_Template.php|ophtroperationnote_template
OphTrOperationnote_Trabectome_Complication|modules/OphTrOperationnote/models/OphTrOperationnote_Trabectome_Complication.php|ophtroperationnote_trabectome_complication
OphTrOperationnote_Trabectome_ComplicationAssignment|modules/OphTrOperationnote/models/OphTrOperationnote_Trabectome_ComplicationAssignment.php|ophtroperationnote_trabectome_comp_ass
